Time,LeftClick,RightClick,LeftSide,RightSide
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,4
376,0,12,1,11
377,12,0,1,0
378,19,0,0,0
379,74,0,0,0
380,0,0,0,0
381,0,0,1,0
382,0,0,1,0
383,0,0,1,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,10,0,0
408,7,15,0,0
409,31,0,0,0
410,52,0,0,0
411,101,0,0,0
412,7,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,0,0,0,0
428,0,0,0,0
429,0,0,0,0
430,0,0,0,0
431,0,0,0,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,0,0,0,0
442,0,0,0,0
443,0,0,0,0
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
449,0,0,0,0
450,0,0,0,0
451,0,0,0,0
452,0,0,0,0
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,0,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,0,0,0,0
477,0,0,0,0
478,0,0,0,0
479,0,0,0,0
480,0,0,0,0
481,0,0,0,0
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,0,0,0,0
519,0,0,0,0
520,0,0,0,0
521,0,0,0,0
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,0,0
541,0,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
549,0,0,0,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,0,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,0,0,0,0
561,0,0,0,0
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
585,0,0,0,0
586,0,0,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,0,0,0,0
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
596,0,0,0,0
597,0,0,0,0
598,0,0,0,0
599,0,0,0,0
600,0,0,0,0
601,0,0,0,0
602,0,0,0,0
603,19,14,3,1
604,113,21,5,1
605,177,19,5,0
606,104,7,5,0
607,0,0,1,0
608,0,0,1,0
609,0,0,1,0
610,0,0,0,0
611,0,0,0,0
612,0,0,0,0
613,0,0,0,0
614,0,0,0,0
615,0,0,0,0
616,0,0,0,0
617,0,0,0,0
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
632,0,0,0,0
633,0,0,0,0
634,0,0,0,0
635,0,0,0,0
636,0,0,0,0
637,0,0,0,0
638,0,0,0,0
639,0,0,0,0
640,0,0,0,0
641,0,0,0,0
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0,0,0,0
649,0,0,0,0
650,0,0,0,0
651,0,0,0,0
652,0,0,0,0
653,0,0,0,0
654,0,0,0,0
655,0,0,0,0
656,0,0,0,0
657,0,0,0,0
658,0,0,0,0
659,0,0,0,0
660,0,0,0,0
661,0,0,0,0
662,0,0,0,0
663,0,0,0,0
664,0,0,0,0
665,0,0,0,0
666,0,0,0,0
667,0,0,0,0
668,0,0,0,0
669,0,0,0,0
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,0,0,0,0
674,0,0,0,0
675,0,0,0,0
676,0,0,0,0
677,0,0,0,0
678,0,0,0,0
679,0,0,0,0
680,0,0,0,0
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,0,0,0,0
687,0,0,0,0
688,0,0,0,0
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,0,0,0,0
707,0,0,0,0
708,0,0,0,0
709,0,0,0,0
710,0,0,0,0
711,0,0,0,0
712,0,0,0,0
713,0,0,0,0
714,1,0,0,0
715,5,1,0,0
716,15,0,1,0
717,17,0,0,0
718,108,0,0,0
719,36,0,1,0
720,0,0,1,0
721,0,0,1,0
722,0,0,0,0
723,0,0,0,0
724,0,0,0,0
725,0,0,0,0
726,0,0,0,0
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
732,0,0,0,0
733,0,0,0,0
734,0,0,0,0
735,0,0,0,0
736,0,0,0,0
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,0,0,0,0
742,0,0,0,0
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,11,0,1,7
747,18,0,1,10
748,42,0,4,0
749,2,0,3,0
750,72,0,3,0
751,0,0,2,0
752,8,1,1,0
753,15,9,2,0
754,15,3,3,0
755,9,4,2,0
756,32,17,2,0
757,39,15,2,0
758,29,9,2,0
759,48,4,16,0
760,27,2,2,0
761,24,10,2,0
762,0,2,1,0
763,0,0,1,0
764,39,0,4,0
765,47,0,2,0
766,3,0,2,0
767,26,15,2,0
768,53,28,5,0
769,21,24,10,0
770,22,6,6,0
771,67,12,12,0
772,18,6,2,0
773,17,10,2,0
774,73,3,6,0
775,8,12,3,0
776,4,23,2,0
777,7,22,2,0
778,13,24,2,0
779,61,28,13,0
780,1,6,3,0
781,0,0,6,0
782,0,9,25,0
783,0,6,4,0
784,0,11,1,0
785,1,37,2,0
786,37,30,2,0
787,16,34,6,0
788,35,28,4,2
789,20,0,4,10
790,6,12,3,16
791,54,29,12,37
792,54,16,69,38
793,37,16,47,22
794,51,29,90,31
795,27,19,34,26
796,3,13,2,2
797,63,38,30,0
798,31,1,21,0
799,0,0,4,0
800,0,4,2,0
801,0,16,2,0
802,1,11,4,0
803,16,26,41,0
804,27,6,20,0
805,12,33,2,2
806,7,4,2,0
807,9,20,5,0
808,7,10,7,0
809,30,17,3,0
810,2,1,3,0
811,0,4,2,0
812,30,40,11,1
813,31,14,26,0
814,0,10,2,0
815,2,8,2,0
816,59,1,10,0
817,31,2,2,6
818,48,30,16,3
819,56,11,11,0
820,29,17,4,19
821,51,4,7,6
822,25,23,11,30
823,64,18,10,19
824,18,6,1,5
825,38,22,32,32
826,27,4,19,28
827,23,0,10,11
828,0,12,2,0
829,15,26,4,1
830,29,27,23,3
831,0,5,1,0
832,3,13,1,0
833,17,26,2,0
834,26,38,3,0
835,76,31,44,0
836,9,25,1,0
837,10,18,2,0
838,68,8,12,0
839,29,15,6,0
840,31,30,2,0
841,79,32,9,0
842,31,8,15,0
843,2,18,4,0
844,34,34,1,0
845,9,32,1,0
846,72,16,5,0
847,20,0,1,0
848,71,5,4,0
849,31,0,1,0
850,37,15,1,0
851,30,16,15,0
852,13,7,3,0
853,0,0,1,0
854,16,8,1,0
855,22,2,1,0
856,3,0,1,0
857,52,0,1,0
858,32,0,1,0
859,61,6,12,0
860,5,0,8,0
861,94,1,13,0
862,41,0,7,0
863,90,0,16,0
864,65,0,16,0
865,60,0,12,0
866,95,0,0,0
867,52,0,1,0
868,74,0,45,0
869,22,0,2,0
870,9,0,1,0
871,29,0,1,0
872,17,4,1,0
873,32,9,1,0
874,74,0,5,0
875,15,0,6,0
876,57,0,1,0
877,44,0,1,0
878,30,0,12,0
879,51,0,20,0
880,2,0,1,0
881,6,0,1,0
882,83,0,38,0
883,15,0,3,0
884,7,0,1,0
885,16,0,1,0
886,12,0,6,0
887,15,0,5,0
888,69,0,2,0
889,38,0,1,0
890,49,0,1,0
891,97,0,50,0
892,12,0,9,0
893,0,0,1,0
894,12,0,1,0
895,28,0,1,0
896,19,0,5,0
897,31,0,2,0
898,69,0,1,0
899,96,0,2,0
900,47,0,2,0
901,60,0,2,0
902,63,0,4,0
903,22,0,1,0
904,82,0,2,0
905,72,0,1,0
906,76,0,1,1
907,115,0,1,1
908,56,0,5,0
909,43,0,10,5
910,63,0,1,3
911,60,0,3,2
912,117,0,1,1
913,71,0,14,0
914,91,0,42,0
915,48,0,4,0
916,69,0,9,0
917,68,0,26,0
918,30,0,2,0
919,86,0,20,0
920,34,0,7,0
921,127,0,8,0
922,79,0,2,0
923,133,0,11,0
924,140,0,9,0
925,127,0,17,0
926,138,0,33,0
927,73,0,9,0
928,70,0,33,0
929,21,0,6,0
930,38,25,34,0
931,62,6,31,0
932,14,32,45,2
933,51,32,63,11
934,4,13,14,0
935,77,22,69,0
936,22,10,12,0
937,4,22,22,0
938,18,18,34,0
939,67,32,66,4
940,51,44,40,0
941,49,41,76,0
942,44,31,31,0
943,53,27,30,0
944,79,19,75,0
945,57,21,78,0
946,80,22,56,23
947,86,13,76,17
948,37,37,48,17
949,90,40,96,13
950,14,27,5,1
951,109,19,62,4
952,51,25,5,0
953,43,40,24,4
954,58,33,36,13
955,50,34,47,8
956,84,18,41,3
957,85,11,15,7
958,102,31,89,8
959,42,10,36,0
960,24,0,2,0
961,87,10,38,1
962,9,21,14,0
963,21,12,1,0
964,37,21,1,0
965,34,13,11,0
966,45,9,8,0
967,101,14,8,0
968,68,21,7,0
969,61,11,20,0
970,86,4,29,0
971,6,1,2,0
972,35,0,5,0
973,52,2,18,0
974,67,2,5,0
975,80,0,8,0
976,47,0,31,0
977,43,0,48,0
978,22,2,37,0
979,79,3,87,0
980,5,0,16,0
981,25,11,24,0
982,62,14,73,0
983,4,19,3,0
984,64,18,50,0
985,97,32,132,0
986,39,2,18,0
987,47,8,15,0
988,47,0,1,0
989,21,0,1,0
990,57,0,25,0
991,92,0,34,0
992,29,0,13,0
993,37,0,2,0
994,62,0,9,0
995,1,0,2,0
996,87,0,7,0
997,68,0,2,0
998,79,0,9,0
999,6,0,3,0
1000,91,0,48,0
1001,17,0,15,0
1002,32,2,28,0
1003,56,1,31,0
1004,58,0,7,0
1005,50,0,27,0
1006,87,0,15,0
1007,15,0,1,0
1008,49,0,1,0
1009,69,0,2,0
1010,57,2,1,0
1011,152,3,1,1
1012,56,8,1,0
1013,80,22,1,0
1014,78,12,6,0
1015,51,15,1,0
1016,70,23,1,0
1017,165,2,1,0
1018,181,0,3,0
1019,58,9,1,0
1020,39,11,6,1
1021,44,22,15,0
1022,98,21,39,0
1023,54,34,2,0
1024,88,6,8,0
1025,26,10,1,0
1026,73,24,9,0
1027,49,10,4,0
1028,18,6,0,0
1029,50,21,1,0
1030,100,8,1,0
1031,62,11,1,0
1032,94,3,1,0
1033,61,0,3,0
1034,46,3,1,0
1035,99,1,2,0
1036,75,7,2,0
1037,63,2,1,0
1038,72,4,1,0
1039,79,2,1,0
1040,27,3,1,0
1041,114,5,1,0
1042,70,1,1,0
1043,89,8,1,0
1044,105,0,0,1
1045,75,0,0,0
1046,101,2,2,0
1047,187,0,1,0
1048,138,0,1,0
1049,157,0,28,0
1050,45,0,1,0
1051,122,0,1,0
1052,19,0,1,0
1053,63,0,0,4
1054,91,1,1,0
1055,67,0,1,1
1056,92,0,1,4
1057,49,0,1,0
1058,71,0,8,0
1059,175,0,26,0
1060,24,0,5,0
1061,0,0,0,0
1062,0,0,0,0
1063,0,0,1,0
1064,0,0,1,0
1065,0,0,1,0
1066,0,0,1,0
1067,0,0,1,0
1068,0,0,1,0
1069,0,0,1,0
1070,0,0,1,0
1071,0,0,1,0
1072,0,0,1,0
1073,0,0,1,0
1074,0,0,1,0
1075,0,0,1,0
1076,0,0,1,0
1077,20,0,3,15
1078,138,0,23,37
1079,88,0,25,28
1080,7,0,18,23
1081,70,0,17,0
1082,7,0,6,0
1083,0,0,2,0
1084,0,0,1,0
1085,0,0,1,0
1086,0,0,1,0
1087,0,0,1,0
1088,0,0,1,0
1089,0,0,1,0
1090,0,0,1,0
1091,0,0,1,0
1092,0,0,0,0
1093,0,0,0,0
1094,0,0,0,0
1095,0,0,0,0
1096,0,0,0,0
1097,0,0,0,0
1098,0,0,0,0
1099,0,0,0,0
1100,0,0,0,0
1101,0,0,0,0
1102,0,0,0,0
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,1,0
1106,0,0,0,0
1107,0,0,0,0
1108,0,0,0,0
1109,0,0,0,0
1110,0,0,0,0
1111,0,0,0,0
1112,0,0,0,0
1113,0,0,0,0
1114,0,0,0,0
1115,0,0,0,0
1116,0,0,0,0
1117,0,0,0,0
1118,0,0,0,0
1119,0,0,0,0
1120,0,0,1,0
1121,0,0,0,0
1122,0,0,0,0
1123,0,0,0,0
1124,0,0,1,0
1125,0,0,0,0
1126,0,0,0,0
1127,0,0,1,0
1128,0,0,0,0
1129,0,0,0,0
1130,0,0,1,0
1131,0,0,0,0
1132,0,0,0,0
1133,0,0,1,0
1134,0,0,1,0
1135,0,0,0,0
1136,0,0,1,0
1137,0,0,0,0
1138,0,0,1,0
1139,0,0,1,0
1140,0,0,0,0
1141,0,0,1,0
1142,0,0,1,0
1143,0,0,1,0
1144,0,0,0,0
1145,0,0,1,0
1146,0,0,0,0
1147,0,0,1,0
1148,0,0,1,0
1149,0,0,1,0
1150,0,0,1,0
1151,0,0,0,0
1152,0,0,0,0
1153,0,0,1,0
1154,0,0,1,0
1155,0,0,1,0
1156,0,0,1,0
1157,0,0,1,0
1158,0,0,1,0
1159,0,0,1,0
1160,0,0,1,0
1161,0,0,1,0
1162,0,0,1,0
1163,0,0,1,0
1164,0,0,1,0
1165,0,0,1,0
1166,0,0,1,0
1167,0,0,1,0
1168,0,0,1,0
1169,0,0,1,0
1170,0,0,1,0
1171,0,0,1,0
1172,0,0,1,0
1173,0,0,1,0
1174,0,0,1,0
1175,0,0,1,0
1176,0,0,1,0
1177,0,0,1,0
1178,0,0,1,0
1179,0,0,1,0
1180,0,0,1,0
1181,0,0,1,0
1182,0,0,1,0
1183,0,0,1,0
1184,0,0,0,0
1185,0,0,1,0
1186,0,0,1,0
1187,0,0,0,0
1188,0,0,1,0
1189,0,0,1,0
1190,0,0,1,0
1191,0,0,0,0
1192,0,0,0,0
1193,11,0,3,0
1194,42,0,4,0
1195,1,0,22,1
1196,0,0,51,0
1197,0,0,105,0
1198,4,0,42,0
1199,0,0,2,2
1200,84,0,5,0
1201,119,1,5,0
1202,18,3,2,0
1203,34,5,8,0
1204,0,0,0,0
1205,0,0,0,0
1206,0,0,1,0
1207,0,0,0,0
1208,0,0,0,0
1209,0,0,0,0
1210,0,0,0,0
1211,14,3,1,0
1212,50,0,1,0
1213,0,2,8,1
1214,0,10,3,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,2,0
1218,0,0,2,0
1219,0,0,2,0
1220,0,0,1,0
1221,0,0,1,0
1222,0,0,1,0
1223,0,0,1,0
1224,0,0,1,0
1225,0,0,1,0
1226,0,0,1,0
1227,0,0,1,0
1228,0,0,1,0
1229,0,0,1,0
1230,0,0,1,0
1231,0,0,1,0
1232,0,0,1,0
1233,0,0,1,0
1234,0,0,1,0
1235,0,0,1,0
1236,0,0,1,0
1237,0,0,1,0
1238,0,3,1,0
1239,0,17,1,0
1240,0,43,2,0
1241,0,49,2,0
1242,0,40,2,0
1243,0,50,2,0
1244,0,59,2,0
1245,0,58,2,0
1246,0,67,2,0
1247,0,74,2,0
1248,0,81,2,0
1249,0,86,2,0
1250,0,87,2,0
1251,0,90,2,0
1252,0,91,2,0
1253,0,90,2,0
1254,0,91,2,0
1255,0,85,1,0
1256,0,71,1,0
1257,0,76,1,0
1258,0,76,1,0
1259,0,75,1,0
1260,0,75,1,0
1261,0,80,1,0
1262,0,83,1,0
1263,0,83,1,0
1264,0,84,1,0
1265,0,76,1,0
1266,0,78,1,0
1267,0,81,1,0
1268,0,78,1,0
1269,0,63,26,0
1270,0,68,2,0
1271,0,59,1,0
1272,0,46,1,0
1273,0,59,1,0
1274,0,66,1,0
1275,0,64,1,0
1276,0,61,1,0
1277,0,63,0,0
1278,0,66,0,0
1279,0,63,1,0
1280,0,65,1,0
1281,0,66,1,0
1282,0,66,1,0
1283,0,65,1,0
1284,0,69,1,0
1285,0,68,1,0
1286,0,62,1,0
1287,0,63,1,0
1288,0,65,1,0
1289,0,67,1,0
1290,0,65,1,0
1291,0,66,1,0
1292,0,63,1,0
1293,0,62,1,0
1294,0,58,1,0
1295,0,58,1,0
1296,0,58,1,0
1297,0,55,1,0
1298,0,59,1,0
1299,0,61,1,0
1300,0,60,1,0
1301,0,59,1,0
1302,0,64,1,0
1303,0,65,0,0
1304,0,62,1,0
1305,0,64,1,0
1306,0,64,1,0
1307,0,61,1,0
1308,0,63,1,0
1309,0,64,1,0
1310,0,61,1,0
1311,0,61,1,0
1312,0,64,1,0
1313,0,64,1,0
1314,0,62,1,0
1315,0,65,1,0
1316,0,67,1,0
1317,0,61,1,0
1318,0,65,1,0
1319,0,65,1,0
1320,0,60,1,0
1321,0,60,1,0
1322,0,63,1,0
1323,0,64,1,0
1324,0,62,1,0
1325,0,65,1,0
1326,0,66,1,0
1327,0,55,1,0
1328,0,48,1,0
1329,0,56,0,0
1330,0,59,1,0
1331,0,60,0,0
1332,0,60,1,0
1333,0,61,1,0
1334,0,25,0,0
1335,0,0,0,0
1336,0,4,0,0
1337,0,10,0,0
1338,0,15,0,0
1339,0,15,0,0
1340,0,16,0,0
1341,0,16,0,0
1342,0,15,0,0
1343,0,11,0,0
1344,0,13,0,0
1345,0,18,0,0
1346,0,19,0,0
1347,0,19,0,0
1348,0,17,1,0
1349,0,20,1,0
1350,0,20,0,0
1351,0,18,1,0
1352,0,22,0,0
1353,0,22,1,0
1354,0,19,1,0
1355,0,22,1,0
1356,0,19,1,0
1357,0,8,0,0
1358,0,7,0,0
1359,0,12,1,0
1360,0,11,1,0
1361,0,9,0,0
1362,0,8,0,0
1363,0,13,1,0
