#PressureID,Time,Sensor1,Sensor2,Sensor3,Sensor4
0,0.4456196,623,684,521,514
1,0.4612443,623,685,521,514
2,0.4925442,623,686,521,515
3,0.5081701,623,686,521,516
4,0.5237957,623,686,522,515
5,0.5550476,623,685,522,514
6,0.5706729,623,685,521,515
7,0.5862994,623,687,521,516
8,0.6175507,623,686,521,515
9,0.6331772,623,685,521,514
10,0.6488035,623,686,521,515
11,0.6644282,623,686,521,515
12,0.6956773,623,685,521,514
13,0.7113084,623,684,521,513
14,0.7269298,623,685,521,514
15,0.7581835,623,684,521,515
16,0.7738109,623,685,521,514
17,0.7894362,623,683,521,513
18,0.8206905,623,684,521,514
19,0.8363137,623,685,521,515
20,0.8519393,623,684,521,514
21,0.8675653,623,683,521,514
22,0.8988189,623,686,521,515
23,0.914444,623,685,521,515
24,0.9300699,623,684,521,514
25,0.9613187,623,685,521,513
26,0.9769446,623,684,521,514
27,0.992566,623,684,521,515
28,1.0238197,623,683,521,514
29,1.0394441,623,684,521,513
30,1.0706954,623,683,521,514
31,1.0863207,623,683,521,515
32,1.1175723,623,683,521,514
33,1.1331991,623,682,521,513
34,1.1488244,623,683,521,514
35,1.180076,623,682,521,515
36,1.1957019,623,681,521,514
37,1.2113282,623,682,521,513
38,1.2425833,623,681,521,514
39,1.258209,623,682,520,515
40,1.2738412,623,683,520,514
41,1.3050892,623,685,521,513
42,1.3207148,623,683,521,514
43,1.3363452,623,682,521,515
44,1.3519669,623,683,521,514
45,1.3832191,623,683,521,513
46,1.3988453,623,684,521,514
47,1.414471,623,685,521,515
48,1.4457219,623,686,521,514
49,1.4613485,623,685,521,513
50,1.4769765,623,685,521,514
51,1.5082256,623,684,521,515
52,1.5238507,623,685,521,514
53,1.5394757,623,684,521,513
54,1.555104,623,684,521,514
55,1.5863526,623,683,521,515
56,1.6019782,623,683,521,514
57,1.617605,623,684,521,514
58,1.6488602,623,684,521,515
59,1.6644882,623,683,521,516
60,1.6801139,623,684,521,515
61,1.7113648,623,683,521,513
62,1.7269886,623,684,521,514
63,1.7582369,623,684,521,515
64,1.7738664,623,685,521,515
65,1.805121,623,685,521,514
66,1.8207442,623,683,521,514
67,1.8363711,623,684,521,516
68,1.8676226,623,684,521,515
69,1.8832537,623,684,521,514
70,1.8988745,623,685,521,514
71,1.9301459,623,684,521,515
72,1.945771,623,684,521,515
73,1.9613948,623,684,521,514
74,1.9770062,623,684,521,514
75,2.0082762,623,685,521,515
76,2.0238997,623,685,521,515
77,2.0395093,623,685,521,514
78,2.0707609,623,684,521,514
79,2.0863998,623,684,521,515
80,2.1020227,623,685,521,515
81,2.1332728,623,685,521,514
82,2.1488972,623,685,521,515
83,2.1645147,623,685,521,516
84,2.1957671,623,685,521,515
85,2.2113888,623,684,521,514
86,2.2270157,623,683,521,515
87,2.2426413,623,685,521,516
88,2.273901,623,683,521,515
89,2.2895251,623,683,521,514
90,2.3051535,623,683,521,515
91,2.3364509,623,685,521,516
92,2.3520832,623,685,522,515
93,2.3677058,623,684,522,514
94,2.3989552,623,683,522,515
95,2.4145808,623,683,522,516
96,2.4458381,623,682,522,515
97,2.4614632,623,682,522,514
98,2.4927235,623,682,521,515
99,2.5083464,623,684,522,516
100,2.523966,623,683,522,515
101,2.5552193,623,682,522,514
102,2.570845,623,683,522,515
103,2.5864664,623,683,522,516
104,2.6177212,623,683,522,515
105,2.633346,623,683,522,514
106,2.6489734,623,683,522,515
107,2.6645957,623,683,522,516
108,2.6958509,623,684,522,516
109,2.7114738,623,684,522,514
110,2.7271034,623,683,522,515
111,2.765804,623,683,521,516
112,2.7818256,623,682,522,515
113,2.7898754,623,683,522,514
114,2.8211288,623,683,522,515
115,2.8367704,623,682,522,516
116,2.8523957,623,682,522,515
117,2.8680244,623,682,522,514
118,2.899259,623,683,522,515
119,2.9148807,623,682,522,516
120,2.9305127,623,683,522,516
121,2.9617733,623,682,521,514
122,2.9773872,623,681,522,515
123,2.9930228,623,680,522,516
124,3.0242662,623,681,521,515
125,3.0398978,623,681,521,514
126,3.0555165,623,681,522,515
127,3.0711458,623,683,522,516
128,3.1023997,623,681,522,516
129,3.1336438,623,682,521,514
130,3.1492736,623,681,521,515
131,3.1805873,623,681,522,516
132,3.1962045,623,682,522,515
133,3.2118338,623,680,522,515
134,3.2430868,623,681,521,515
135,3.2587137,623,681,521,516
136,3.2743345,623,681,522,515
137,3.3055824,623,682,521,514
138,3.3212123,623,680,521,514
139,3.3368382,623,682,521,516
140,3.3524641,623,682,521,515
141,3.3837157,623,682,521,514
142,3.3993778,623,682,522,515
143,3.4150252,623,682,522,516
144,3.4462629,623,682,522,516
145,3.4618963,623,683,522,514
146,3.4775156,623,683,522,515
147,3.5087672,623,682,522,516
148,3.5243907,623,682,522,515
149,3.5400199,623,682,522,514
150,3.5556432,623,682,522,515
