"perinasal_min","perinasal_skewness","perinasal_kurtosis","perinasal_rate","perinasal_entropy","perinasal_acf2","perinasal_acf11","perinasal_acf15","perinasal_arima_resid","perinasal_peaks_no","perinasal_peaks_onset_diff","perinasal_peaks_onset_time","perinasal_peaks_time","heart_min","heart_skewness","heart_kurtosis","heart_rate","heart_entropy","heart_acf2","heart_acf10","heart_arima_resid","heart_peaks_no","heart_peaks_onset_diff","heart_peaks_onset_time","heart_peaks_time","breathing_skewness","breathing_kurtosis","breathing_rate","breathing_entropy","breathing_acf15","breathing_arima_resid","breathing_peaks_no","breathing_peaks_onset_time","breathing_peaks_time","palm_sum","palm_skewness","palm_kurtosis","palm_rate","palm_entropy","palm_acf2","palm_acf15","palm_arima_resid","palm_peaks_no","palm_peaks_onset_time","palm_peaks_time","corr1","corr2","corr3","corr4","corr5","corr6","cov_eigen1","cov_eigen2","cov_eigen3","persp_max1","persp_max2","palm_max1","palm_max2","heart_high","heart_low","heart_ratio","heart_total_power","breath_very_low","breath_low","breath_high","breath_very_high","previous_stress","subject","stress"
0.394145136764517,0.587797589958739,0.106494919633227,0.512327035914764,0,0.916525040928189,0.487060717970916,0.333384087587485,0.085756682149062,0.1,0.202981065171971,0.178571428571429,0.821428571428571,0.954342183008032,0.448934554282405,0.170385137919104,0.425404626182208,0.374815790460799,0.540436661423647,0.282976477882692,0.0192306346878291,0.454545454545455,0.253111563698431,0.0942028985507248,0.177777777777778,0.704659604493078,0.020126243328723,0.785122573624883,0.274742694659296,0.425446710973805,0.0692957224872423,0,0,0,0.246935311148172,0.541258493483315,0.0368425428981902,0.054458482715454,0,0.811647784932397,0.287349423688572,0.0426694522409325,0.166666666666667,0.379310344827586,0.814814814814815,0.570923437625298,0.116214454602108,0.366030679848489,0.196648796106564,0.465644061839537,0.954533615765264,0.103458852753316,0.134061851880899,0.0758313992020518,0.0643383438596558,0.00814391779390686,0.0376971111835,0.0424581597957646,0.122010473692505,0.205076884123759,0.000349887060067872,0.177428408700312,0.159369228826923,0.107374601509975,0.134639350065431,0.0460965505328598,0,"2",0
0.131854277292356,0.681580882277354,0.332852848905354,0.489724726521842,0,0.780345904834403,0.701266160476525,0.427998201813839,0.027072803233024,0,0.182536244730108,0.178571428571429,0,0.92975860770136,0.41832667906809,0.081497372367796,0.318744520208103,0.252202540952755,0.909733897902646,0.618420351046096,0.0651016376581764,0.454545454545455,0.233022126892027,0.0797101449275361,0.118518518518519,0.643099538535036,0.0202032853660576,0.736225741333105,0.274742694659296,0.434704188114492,0.0723141243737044,0,0,0,0.429905937756491,0.499971922099246,0.0375000391897924,0.0551684642794506,0,0.917004209371503,0.331800596576309,0.016322722420456,0.333333333333333,0.229885057471264,0.425925925925926,0.72221267838108,0.0543752439455169,0.133522635122346,0.0998254654084792,0.172113651660595,0.974304040102443,0.0577860345759527,0.024889113132337,0.0333621829110226,0.00823055672263148,0.00975262248206316,0.00715832307944755,0.0253104465419965,0.523886703303382,0.00813385698871532,3.21928778830977e-06,0.6241232685264,0.403251556972629,0.113071583278193,0.111172635720891,0.0508264858978104,0,"2",0
0.110469041115358,0.351902760806775,0.0310387502791879,0.690202823564017,0,0.975166245777313,0.575942148703079,0.180723046477272,0.0325365063769822,0,0.339443717317622,0.535714285714286,0,0.917466820048023,0.580699093401454,0.0633752909301962,0.513321692315872,0.134947325230008,0.921900514148931,0.369196643481519,0.162168584607027,0.272727272727273,0.339897930702098,0.184782608695652,0.296296296296296,0.627931152331413,0.021213283498558,0.572386511946806,0.407084390196482,0.143407540061846,0.00885949288431523,0.25,0.103448275862069,0.222222222222222,0.371453035734759,0.448750848427992,0.0548938326986787,0.0327691256259867,0,0.904150471591404,0.253944866232866,0.288862521469957,0.166666666666667,0.275862068965517,0.481481481481481,0.526769002499821,0.27561950669518,0.0436842590598136,0.215604578366968,0.07758882610203,0.981064355130738,0.285563842879779,0.0997483517270641,0.0114848866982905,0.0146502356607704,0.0039287882345291,0.471708042681458,0.245560154557167,0.237513762286484,0.00238894877554583,2.13046178212158e-06,0.707596508594346,0.535502242980633,0.0651114647864883,0.311570456485464,0.0412924595401675,0,"2",1
0.0118216568552433,0.443123243157145,0.147810925576018,0.479109636510244,0,0.868930462320684,0.542241198598568,0.590558547701162,0.0339804882291034,0.1,0.180031051336425,0.107142857142857,0.571428571428571,0.952976428824328,0.530290539115879,0.0619672282558584,0.57890290737082,0.212889310089276,0.768253792973387,0.810255585590117,0.0806172732487709,0.181818181818182,0.369630297175577,0.27536231884058,0.388888888888889,0.851015596307355,0.0871730317171263,0.611482025509961,0.487190637619549,0.409866780555298,0.00869022850080162,0.25,0.112068965517241,0.0864197530864196,0.145992278915338,0.574343088939005,0.0321697380095226,0.0657191522090857,0,0.889586749510634,0.392214755881321,0.0761463065715774,0.666666666666667,0.131034482758621,0.222222222222222,0.140595643740151,0.221474391395089,0.804265028470853,0.0697504994359586,0.849663763134226,0.817767990002877,0.0914033695576777,0.0336568133710154,0.0774466760642103,0.0114132113723314,0.00973220754337974,0.0172002530950084,0.212743226533118,0.0330773470510771,0.442359260928688,0.00278230687100918,0.399654991126078,0.430095250535864,0.133019537171885,0.211471266729081,0.0245199290704593,1,"2",1
0.0067387504850965,0.298408521629594,0.10530347218296,0.801822092780096,0,0.924262511139949,0.686323151809014,0.423428829179418,0.0647680316472341,0.1,0.307943997091536,0.446428571428571,0.321428571428571,0.95024492045692,0.375093481414014,0.12668517233259,0.340804001997003,0.168712532058078,0.849708374013952,0.515734312220593,0.102516933313342,0.363636363636364,0.263236639848859,0.0782608695652174,0.157407407407407,0.587948563425936,0.0551922054623586,0.580825571488928,0.33596952316522,0.13387659390656,0.0216102929976301,0.0833333333333333,0.224137931034483,0.037037037037037,0.318483905480958,0.667918017664003,0.0683325236727838,0.0556950846216534,0,0.772475827175452,0.458071656609323,0.0115346659888568,1,0.0886699507389162,0.154320987654321,0.120807025624529,0.351592604377178,0.78318406999898,0.923472458498105,0.123519012064,0.154692496395263,0.0536098675375847,0.0606215965088588,0.0294507425392618,0.00643924942233422,0.00745304360186953,0.00666544578036346,0.0784115322561776,0.0198577922369228,0.338577946163325,0.00354608461213346,0.290201615854726,0.613362600484432,0.212292404160028,0.10378317735275,0.032702045122676,1,"2",1
0.191735377274957,0.374067230749241,0.0484810309705733,0.579775712179834,0,0.907279084388934,0.119919737639344,0.597485592565848,0.0319596183750584,0.1,0.290911720327807,0.196428571428571,0.642857142857143,0.96731684775322,0.460221304164851,0.148413444652412,0.511002629721792,0.284360262737637,0.764859015529709,0.574689368604372,0.0247685230832413,0.181818181818182,0.290879704894472,0.246376811594203,0.333333333333333,0.629089784869771,0.0181979811162617,0.687950129597181,0.320662816038739,0.3652863304868,0.0633585058565939,0.166666666666667,0.28735632183908,0.0555555555555556,0.435259952152885,0.478804863585581,0.101623543105516,0.0424767734585826,0,0.810220890863043,0.834579838499384,0.0109861594828836,0.166666666666667,0.206896551724138,0.555555555555556,0.369840763731589,0.393334701118529,0.803625824631691,0.404612718081027,0.612519321463633,0.554214303545709,0.0286193226066472,0.119713376020461,0.366265396826678,0.0610832475806216,0.0147743164631831,0.0738178658580266,0.0526581988665461,0.00792048745427228,0.0969353131590014,0.00254348862993885,0.426666353744135,0.723456787465387,0.431551738635783,0.194699299244127,0.0524029347344236,1,"2",1
0.018514264365297,0.410283006382244,0.0982417167622167,0.579929532330954,0,0.86782647450333,0.254758058357414,0.176190399401182,0.0348641899800179,0,0.158888171767447,0.0357142857142857,0,0.975511372855445,0.468367701578729,0.0310387761354397,0.47163831813343,0.291820268183699,0.869808938221258,0.388393828755945,0.0209926329806063,0.454545454545455,0.241057901614588,0.101449275362319,0.0740740740740741,0.790396127533465,0.0621352139473152,0.623452462834684,0.497639453346582,0.673695540032763,0.00322954478552551,0.25,0.112068965517241,0.0987654320987656,0.484810146069883,0.322868725014592,0.256841001734207,0.0382696656490485,0,0.622293421124471,0.462717211797752,0.00843120955535599,0.333333333333333,0.183908045977011,0.277777777777778,0.0912173864135428,0.668648221680831,0.370850402390065,0.191982245914793,0.831721339481117,0.0900664771863815,0.0270105863701444,0.0326945022346242,0.0127390973411038,0.0448291615630391,0.0468595783687619,0.0186664861533663,0.0643241486565473,0.00546421301604146,0.00687701704974609,0.000264845996474919,0.842529345038571,0.799073789914758,0.0913317562457025,0.188875035847799,0.141402257388424,1,"2",0
0.270835068763985,0.165434582895045,0.278578374668694,0.644697392012803,0,0.848057149224847,0.55060743771208,0.259627937888772,0.041362548665682,0.1,0.317030437849833,0.357142857142857,0.357142857142857,0.925661345150249,0.550162017842216,0.0606343406314873,0.0940412649201069,0.179618589878783,0.922161851104227,0.670375472885314,0.283613924334639,0.272727272727273,0.250700831281663,0.0978260869565217,0.234567901234568,0.636198425634591,0.0146829411432179,0.545946590854582,0.290049401785777,0.262785304045737,0.0421105931808718,0,0.344827586206897,0,0.488002613613406,0.371826734487904,0.188955388664478,0.0458003669376243,0,0.586712165934091,0.652909841340606,0.0109389011459904,0.333333333333333,0.206896551724138,0.333333333333333,0.139967234694166,0.301124711945772,0.953051976904471,0.82158715119471,0.295021831874732,0.306671894502608,0.039278571753377,0.0828066300261559,0.20296502289706,0.0370382754241196,0.021143237564575,0.024851785076168,0.146546030958701,0.128960669851041,0.0509691057214615,8.23581022141098e-05,0.355468663269483,0.830319937922614,0.0831571913929137,0.192859367799916,0.0135873315715399,0,"2",0
0.70801006249992,0.415100763170442,0.0595362938488517,0.548687546172832,0,0.892704574760784,0.551250322409259,0.825526436167848,0.018763321706583,0.1,0.26951393980555,0.178571428571429,0.464285714285714,0.942733272446549,0.459560782895664,0.082923286063557,0.612276744092761,0.284854749355215,0.748436238305422,0.617616196341228,0.0248985529037781,0.636363636363636,0.246482049552318,0.0923913043478261,0.132275132275132,0.631135810215782,0.0431073529515313,0.71318358613234,0.320662816038739,0.482931347514615,0.00743887386017897,0.25,0.181034482758621,0.185185185185185,0.558159771474518,0.29318059725619,0.26027539397807,0.046819305047231,0,0.734041157259249,0.375949403826633,0.00418054390430305,0.333333333333333,0.229885057471264,0.222222222222222,0.421969737487805,0.259498541561653,0.925060953083484,0.451153341701264,0.828681299600812,0.84915910341824,0.0129444613087794,0.0346826485646864,0.0284249594193186,0.0173249146302442,0.00631545106314937,0.00859796792959351,0.0327750950816394,0.288343224437496,0.0105534764367615,7.63837220035929e-06,0.395862758825288,0.413852324707564,0.12328800436204,0.360921594839689,0.0797634794157448,0,"2",0
0.6184146030122,0.437265349358783,0.0560937750823503,0.551837479505227,0,0.943990591974458,0.376217480240041,0.0847631187205028,0.100372993519565,0,0.406290131864632,0.357142857142857,0,0.948196289181365,0.48860394583951,0.107619931268534,0.391158911762387,0.274443178152086,0.818284158067696,0.458035597490915,0.0239236433314459,0.363636363636364,0.259379467982029,0.130434782608696,0.212962962962963,0.652253377316044,0.0385525739114245,0.590757141511116,0.305356108912258,0.081595119360168,0.0166603056512796,0.0833333333333333,0.258620689655172,0.481481481481481,0.442251710500256,0.571128474142728,0.0263914882017168,0.0355585739504658,0,0.891110495861172,0.191541730610542,0.0333185792743995,0.333333333333333,0.114942528735632,0.277777777777778,0.756140578954663,0.823684451617925,0.704662685106964,0.674150599031655,0.585084878718315,0.351670070135504,0.0756108649073192,0.188101196147237,0.0636603226516992,0.119870646991772,0.0374528182213887,0.0332479209329811,0.091816032569902,0.230662309611146,0.210176781698633,0.000189665687071046,0.268070143032186,0.549874199044093,0.168780650363318,0.159963678475084,0.119078797049894,0,"2",0
