Time,Key,Serial
387.05964439999997,KEY_T,1
387.1315049,KEY_H,2
387.2154435,KEY_E,3
387.2721752,SPACE,4
387.5677505,KEY_M,5
387.6639523,KEY_O,6
387.7321228,KEY_U,7
387.7982484,KEY_S,8
387.9446807,KEY_E,9
388.03020560000004,SPACE,1
388.1312118,KEY_F,2
388.2842926000001,KEY_R,3
388.3049557,KEY_E,4
388.36468460000003,KEY_O,5
388.4327818,KEY_M,6
388.51273849999995,SPACE,7
388.8969816,BACK,8
389.936921,KEY_O,1
389.9689336,KEY_M,2
389.056921,BACK,3
389.19405869999997,BACK,4
389.3478286,BACK,5
390.1913322,SPACE,1
390.3897543,KEY_1,2
390.44970539999997,KEY_0,3
390.6079794,KEY_S,4
390.7125325,SPACE,5
390.9813341,KEY_T,6
391.06496569999996,KEY_O,1
391.115144,SPACE,2
391.406674,KEY_2,3
391.4969315,KEY_0,4
391.5791171,KEY_S,5
391.70199360000004,SPACE,6
392.14624239999995,OEM_PERIOD,1
392.35852389999997,RETURN,2
392.0321454,BACK,3
393.0,NA,0
394.0,NA,0
395.0,NA,0
396.0,NA,0
397.0,NA,0
398.0,NA,0
399.0,NA,0
400.0,NA,0
401.0,NA,0
402.0,NA,0
403.0,NA,0
404.0,NA,0
405.0,NA,0
406.0,NA,0
407.0,NA,0
408.0,NA,0
409.0,NA,0
410.0,NA,0
411.0,NA,0
412.0,NA,0
413.0,NA,0
414.0,NA,0
415.0,NA,0
416.0,NA,0
417.0,NA,0
418.0,NA,0
419.0,NA,0
420.0,NA,0
421.0,NA,0
422.0,NA,0
423.0,NA,0
424.0,NA,0
425.0,NA,0
426.0,NA,0
427.0,NA,0
428.0,NA,0
429.0,NA,0
430.0,NA,0
431.0,NA,0
432.0,NA,0
433.0,NA,0
434.0,NA,0
435.0,NA,0
436.0,NA,0
437.0,NA,0
438.0,NA,0
439.0,NA,0
440.0,NA,0
441.0,NA,0
442.0,NA,0
443.0,NA,0
444.0,NA,0
445.0,NA,0
446.0,NA,0
447.0,NA,0
448.0,NA,0
449.0,NA,0
450.0,NA,0
451.0,NA,0
452.0,NA,0
453.0,NA,0
454.0,NA,0
455.0,NA,0
456.0,NA,0
457.0,NA,0
458.0,NA,0
459.0,NA,0
460.0,NA,0
461.0,NA,0
462.0,NA,0
463.0,NA,0
464.0,NA,0
465.0,NA,0
466.0,NA,0
467.0,NA,0
468.0,NA,0
469.0,NA,0
470.0,NA,0
471.0,NA,0
472.0,NA,0
473.0,NA,0
474.0,NA,0
475.0,NA,0
476.0,NA,0
477.0,NA,0
478.0,NA,0
479.0,NA,0
480.0,NA,0
481.0,NA,0
482.0,NA,0
483.0,NA,0
484.0,NA,0
485.0,NA,0
486.0,NA,0
487.0,NA,0
488.0,NA,0
489.0,NA,0
490.0,NA,0
491.0,NA,0
492.0,NA,0
493.0,NA,0
494.0,NA,0
495.0,NA,0
496.0,NA,0
497.0,NA,0
498.0,NA,0
499.0,NA,0
500.0,NA,0
501.0,NA,0
502.0,NA,0
503.0,NA,0
504.0,NA,0
505.0,NA,0
506.0,NA,0
507.0,NA,0
508.0,NA,0
509.0,NA,0
510.0,NA,0
511.0,NA,0
512.0,NA,0
513.0,NA,0
514.0,NA,0
515.0,NA,0
516.0,NA,0
517.0,NA,0
518.0,NA,0
519.0,NA,0
520.0,NA,0
521.0,NA,0
522.0,NA,0
523.0,NA,0
524.0,NA,0
525.0,NA,0
526.0,NA,0
527.0,NA,0
528.0,NA,0
529.0,NA,0
530.0,NA,0
531.0,NA,0
532.0,NA,0
533.0,NA,0
534.0,NA,0
535.0,NA,0
536.0,NA,0
537.0,NA,0
538.0,NA,0
539.0,NA,0
540.0,NA,0
541.0,NA,0
542.0,NA,0
543.0,NA,0
544.0,NA,0
545.0,NA,0
546.0,NA,0
547.0,NA,0
548.0,NA,0
549.0,NA,0
550.0,NA,0
551.0,NA,0
552.0,NA,0
553.0,NA,0
554.0,NA,0
555.0,NA,0
556.0,NA,0
557.0,NA,0
558.0,NA,0
559.0,NA,0
560.0,NA,0
561.0,NA,0
562.0,NA,0
563.0,NA,0
564.0,NA,0
565.0,NA,0
566.0,NA,0
567.0,NA,0
568.0,NA,0
569.0,NA,0
570.0,NA,0
571.0,NA,0
572.0,NA,0
573.0,NA,0
574.0,NA,0
575.0,NA,0
576.0,NA,0
577.0,NA,0
578.0,NA,0
579.0,NA,0
580.0,NA,0
581.0,NA,0
582.0,NA,0
583.0,NA,0
584.0,NA,0
585.0,NA,0
586.0,NA,0
587.0,NA,0
588.0,NA,0
589.0,NA,0
590.0,NA,0
591.0,NA,0
592.0,NA,0
593.0,NA,0
594.0,NA,0
595.0,NA,0
596.0,NA,0
597.0,NA,0
598.0,NA,0
599.0,NA,0
600.0,NA,0
601.0,NA,0
602.0,NA,0
603.0,NA,0
604.0,NA,0
605.0,NA,0
606.0,NA,0
607.0,NA,0
608.0,NA,0
609.0,NA,0
610.0,NA,0
611.0,NA,0
612.0,NA,0
613.0,NA,0
614.0,NA,0
615.0,NA,0
616.0,NA,0
617.0,NA,0
618.0,NA,0
619.0,NA,0
620.0,NA,0
621.0,NA,0
622.0,NA,0
623.0,NA,0
624.0,NA,0
625.0,NA,0
626.0,NA,0
627.0,NA,0
628.0,NA,0
629.0,NA,0
630.0,NA,0
631.0,NA,0
632.0,NA,0
633.0,NA,0
634.0,NA,0
635.0,NA,0
636.0,NA,0
637.0,NA,0
638.0,NA,0
639.0,NA,0
640.0,NA,0
641.0,NA,0
642.0,NA,0
643.0,NA,0
644.0,NA,0
645.0,NA,0
646.0,NA,0
647.0,NA,0
648.0,NA,0
649.0,NA,0
650.0,NA,0
651.0,NA,0
652.0,NA,0
653.0,NA,0
654.0,NA,0
655.0,NA,0
656.0,NA,0
657.0,NA,0
658.0,NA,0
659.0,NA,0
660.0,NA,0
661.0,NA,0
662.0,NA,0
663.0,NA,0
664.0,NA,0
665.0,NA,0
666.0,NA,0
667.0,NA,0
668.0,NA,0
669.0,NA,0
670.0,NA,0
671.0,NA,0
672.0,NA,0
673.0,NA,0
674.0,NA,0
675.0,NA,0
676.0,NA,0
677.0,NA,0
678.0,NA,0
679.0,NA,0
680.0,NA,0
681.0,NA,0
682.0,NA,0
683.0,NA,0
684.0,NA,0
685.4301893999999,KEY_L,1
685.4458107,KEY_K,2
685.5919888,KEY_Z,3
685.6246428,KEY_D,4
685.7476735,KEY_J,5
685.8659136,KEY_K,6
685.919611,KEY_C,7
685.970116,KEY_J,8
686.0086418,SPACE,1
686.2398868,KEY_A,2
686.5205151,KEY_A,3
686.6951011,SPACE,4
686.2799095,BACK,5
686.4761377,BACK,6
687.1148188999999,LSHIFT,1
687.7742948,LCONTROL,2
687.789917,KEY_A,3
687.5518067,BACK,4
688.2599332000001,LSHIFT,1
688.2911693,KEY_I,2
688.4169165,OEM_7,3
688.5330442000001,KEY_M,4
688.6484583,SPACE,5
688.7494508999999,KEY_J,6
688.8656981,KEY_U,7
688.9497381,KEY_S,8
689.1329469,KEY_T,1
689.3583192000001,SPACE,2
689.5932654000001,KEY_L,3
689.6083585,KEY_K,4
689.6093586000001,KEY_D,5
689.6166531,KEY_A,6
689.6884468999999,KEY_J,7
689.7591401000001,KEY_K,8
690.3046568,SPACE,1
690.7145876000001,KEY_T,2
690.8797543,KEY_Y,3
690.9513893,KEY_P,4
690.9999502000001,KEY_I,5
690.6039716,BACK,6
691.0837707999999,KEY_N,1
691.1209412000001,KEY_G,2
691.216104,SPACE,3
691.3645515,KEY_W,4
691.4344824,KEY_O,5
691.4802397000001,KEY_M,6
691.5680258,KEY_S,7
691.5848386,KEY_D,8
691.916446,BACK,9
692.1102612999999,KEY_S,1
692.1836787999999,KEY_O,2
692.2679053999999,KEY_M,3
692.3353347999999,KEY_E,4
692.54336,KEY_T,5
692.5855359,KEY_H,6
692.6518904,KEY_I,7
692.7485353,KEY_G,8
692.7485353,KEY_N,9
692.8665687000001,SPACE,10
692.9816637,KEY_R,11
693.0527187999999,KEY_A,1
693.1128667,KEY_N,2
693.233778,KEY_D,3
693.3491526,KEY_O,4
693.387324,KEY_M,5
693.5308315000001,SPACE,6
693.7268679,KEY_A,7
693.9569451,SPACE,8
694.1176105000001,KEY_L,1
694.1176105000001,KEY_K,2
694.2478352,KEY_F,3
694.2806464,KEY_S,4
694.3505596,KEY_G,5
694.4815706,KEY_L,6
694.4815706,KEY_K,7
694.6620119,KEY_A,8
694.763738,KEY_D,9
694.8176141,KEY_K,10
694.8327067,KEY_L,11
694.9161015999999,KEY_G,12
694.9305786,KEY_J,13
694.9846675,KEY_K,14
695.0086487000001,KEY_L,1
695.0371741,SPACE,2
696.0,NA,0
697.0,NA,0
698.0,NA,0
699.0,NA,0
700.0,NA,0
701.0,NA,0
702.0,NA,0
703.0,NA,0
704.0,NA,0
705.2446982000001,KEY_O,1
705.7883362000001,LSHIFT,2
705.8216618,KEY_I,3
705.5647575,BACK,4
706.0961215,KEY_N,1
706.2014356000001,SPACE,2
706.3357124,KEY_T,3
706.3999623999999,KEY_H,4
706.4951028,KEY_E,5
706.5812252999999,SPACE,6
707.0,NA,0
708.7041353,KEY_H,1
708.7953125,KEY_R,2
708.8636225,KEY_I,3
709.0240727,KEY_D,1
709.1847269,SPACE,2
710.7131244,KEY_I,1
710.7815022999999,KEY_R,2
710.8886305999999,KEY_D,3
710.9921244,SPACE,4
710.084309,BACK,5
710.2381813,BACK,6
710.3782792999999,BACK,7
710.5259392,BACK,8
711.1201844999999,KEY_S,1
711.2936503,KEY_E,2
711.4588100999999,KEY_S,3
711.5937723,KEY_S,4
711.696221,KEY_I,5
711.7446344,KEY_O,6
711.8147597,KEY_N,7
711.9797113,OEM_COMMA,8
712.0788495,SPACE,1
712.2981586,LSHIFT,2
712.3561304,KEY_I,3
712.447615,SPACE,4
712.5906794,KEY_U,5
712.6805819,KEY_S,6
712.840828,KEY_E,7
712.9846292000001,KEY_D,8
713.0806474,SPACE,1
713.2326303,KEY_T,2
713.3158004,KEY_H,3
713.3816426,KEY_E,4
713.4690387999999,SPACE,5
713.7720254,KEY_K,6
713.9201432,KEY_E,7
714.0966283,KEY_Y,1
714.3168237000001,KEY_B,2
714.4275632,KEY_O,3
714.5017528,KEY_A,4
714.5952963999999,KEY_R,5
714.7321308999999,KEY_D,6
714.8917624,SPACE,7
715.6231057,KEY_F,1
715.7769333,KEY_R,2
715.8320619,KEY_O,3
715.9119911,KEY_M,4
715.9767696,SPACE,5
716.3056068,KEY_0,1
716.6565562999999,KEY_1,2
716.7447943,KEY_0,3
716.9416150000001,KEY_S,4
716.5738496,BACK,5
717.5471972999999,SPACE,1
717.9303109,KEY_T,2
718.0141109,KEY_O,1
718.1127187999999,SPACE,2
718.31786,KEY_2,3
718.4431145,KEY_0,4
718.5440896000001,KEY_S,5
719.1305957000001,OEM_PERIOD,1
719.672623,RETURN,2
720.0,NA,0
721.0,NA,0
722.0,NA,0
723.0,NA,0
724.0,NA,0
725.0,NA,0
726.0,NA,0
727.0,NA,0
728.0,NA,0
729.0,NA,0
730.0,NA,0
731.0,NA,0
732.0,NA,0
733.0,NA,0
734.0,NA,0
735.0,NA,0
736.0,NA,0
737.0,NA,0
738.0,NA,0
739.0,NA,0
740.0,NA,0
741.0,NA,0
742.0,NA,0
743.0,NA,0
744.0,NA,0
745.0,NA,0
746.0,NA,0
747.0,NA,0
748.0,NA,0
749.0,NA,0
750.0,NA,0
751.0,NA,0
752.0,NA,0
753.0,NA,0
754.0,NA,0
755.0,NA,0
756.0,NA,0
757.0,NA,0
758.0,NA,0
759.0,NA,0
760.0,NA,0
761.0,NA,0
762.0,NA,0
763.0,NA,0
764.0,NA,0
765.0,NA,0
766.0,NA,0
767.0,NA,0
768.0,NA,0
769.0,NA,0
770.0,NA,0
771.0,NA,0
772.0,NA,0
773.0,NA,0
774.0,NA,0
775.0,NA,0
776.0,NA,0
777.0,NA,0
778.0,NA,0
779.0,NA,0
780.0,NA,0
781.0,NA,0
782.0,NA,0
783.0,NA,0
784.0,NA,0
785.0,NA,0
786.0,NA,0
787.0,NA,0
788.0,NA,0
789.0,NA,0
790.0,NA,0
791.0,NA,0
792.0,NA,0
793.0,NA,0
794.0,NA,0
795.0,NA,0
796.0,NA,0
797.0,NA,0
798.0,NA,0
799.0,NA,0
800.0,NA,0
801.0,NA,0
802.0,NA,0
803.0,NA,0
804.0,NA,0
805.0,NA,0
806.0,NA,0
807.0,NA,0
808.0,NA,0
809.0,NA,0
810.0,NA,0
811.0,NA,0
812.0,NA,0
813.0,NA,0
814.0,NA,0
815.0,NA,0
816.0,NA,0
817.0,NA,0
818.0,NA,0
819.0,NA,0
820.0,NA,0
821.0,NA,0
822.0,NA,0
823.0,NA,0
824.0,NA,0
825.0,NA,0
826.0,NA,0
827.0,NA,0
828.0,NA,0
829.0,NA,0
830.0,NA,0
831.0,NA,0
832.0,NA,0
833.0,NA,0
834.0,NA,0
835.0,NA,0
836.0,NA,0
837.0,NA,0
838.0,NA,0
839.0,NA,0
840.0,NA,0
841.0,NA,0
842.0,NA,0
843.0,NA,0
844.0,NA,0
845.0,NA,0
846.0,NA,0
847.0,NA,0
848.0,NA,0
849.0,NA,0
850.0,NA,0
851.0,NA,0
852.0,NA,0
853.0,NA,0
854.0,NA,0
855.0,NA,0
856.0,NA,0
857.0,NA,0
858.0,NA,0
859.0,NA,0
860.0,NA,0
861.0,NA,0
862.0,NA,0
863.0,NA,0
864.0,NA,0
865.0,NA,0
866.0,NA,0
867.0,NA,0
868.0,NA,0
869.0,NA,0
870.0,NA,0
871.0,NA,0
872.0,NA,0
873.0,NA,0
874.0,NA,0
875.0,NA,0
876.0,NA,0
877.0,NA,0
878.0,NA,0
879.0,NA,0
880.0,NA,0
881.0,NA,0
882.0,NA,0
883.0,NA,0
884.0,NA,0
885.0,NA,0
886.0,NA,0
887.0,NA,0
888.0,NA,0
889.0,NA,0
890.0,NA,0
891.0,NA,0
892.0,NA,0
893.0,NA,0
894.0,NA,0
895.0,NA,0
896.0,NA,0
897.0,NA,0
898.0,NA,0
899.0,NA,0
900.0,NA,0
901.0,NA,0
902.0,NA,0
903.0,NA,0
904.0,NA,0
905.0,NA,0
906.0,NA,0
907.0,NA,0
908.0,NA,0
909.0,NA,0
910.0,NA,0
911.0,NA,0
912.0,NA,0
913.0,NA,0
914.0,NA,0
915.0,NA,0
916.0,NA,0
917.0,NA,0
918.0,NA,0
919.0,NA,0
920.0,NA,0
921.0,NA,0
922.0,NA,0
923.0,NA,0
924.0,NA,0
925.0,NA,0
926.0,NA,0
927.0,NA,0
928.0,NA,0
929.0,NA,0
930.0,NA,0
931.0,NA,0
932.0,NA,0
933.0,NA,0
934.0,NA,0
935.0,NA,0
936.0,NA,0
937.0,NA,0
938.0,NA,0
939.0,NA,0
940.0,NA,0
941.0,NA,0
942.0,NA,0
943.0,NA,0
944.0,NA,0
945.0,NA,0
946.0,NA,0
947.0,NA,0
948.0,NA,0
949.0,NA,0
950.0,NA,0
951.0,NA,0
952.0,NA,0
953.0,NA,0
954.0,NA,0
955.0,NA,0
956.0,NA,0
957.0,NA,0
958.0,NA,0
959.0,NA,0
960.0,NA,0
961.0,NA,0
962.0,NA,0
963.0,NA,0
964.0,NA,0
965.0,NA,0
966.0,NA,0
967.0,NA,0
968.0,NA,0
969.0,NA,0
970.0,NA,0
971.0,NA,0
972.0,NA,0
973.0,NA,0
974.0,NA,0
975.0,NA,0
976.0,NA,0
977.0,NA,0
978.0,NA,0
979.0,NA,0
980.0,NA,0
981.0,NA,0
982.0,NA,0
983.0,NA,0
984.0,NA,0
985.0,NA,0
986.0,NA,0
987.0,NA,0
988.0,NA,0
989.0,NA,0
990.0,NA,0
991.0,NA,0
992.0,NA,0
993.0,NA,0
994.0,NA,0
995.0,NA,0
996.0,NA,0
997.0,NA,0
998.0,NA,0
999.0,NA,0
1000.0,NA,0
1001.0,NA,0
1002.0,NA,0
1003.0,NA,0
1004.0,NA,0
1005.0,NA,0
1006.0,NA,0
1007.0,NA,0
1008.0,NA,0
1009.0,NA,0
1010.0,NA,0
1011.0,NA,0
1012.0,NA,0
1013.0,NA,0
1014.0,NA,0
1015.0,NA,0
1016.0,NA,0
1017.0,NA,0
